"palabra"	"sentimiento"	"lexicon"	"valor"
"vendible"	NA	"syuzhet"	0.8
"veneno"	NA	"syuzhet"	-0.75
"venenosamente"	NA	"syuzhet"	-1
"venenoso"	NA	"syuzhet"	-0.5
"venerable"	NA	"syuzhet"	0.6
"veneración"	NA	"syuzhet"	0.5
"venerar"	NA	"syuzhet"	0.6
"vengador"	NA	"syuzhet"	0.25
"venganza"	NA	"syuzhet"	-1
"vengar"	NA	"syuzhet"	0.25
"vengarse"	NA	"syuzhet"	-0.5
"vengativamente"	NA	"syuzhet"	-1
"vengativo"	NA	"syuzhet"	-0.5
"ventaja"	NA	"syuzhet"	0.75
"ventajas"	NA	"syuzhet"	0.75
"ventajosamente"	NA	"syuzhet"	1
"ventajoso"	NA	"syuzhet"	0.5
"ventosa"	NA	"syuzhet"	-0.5
"veracidad"	NA	"syuzhet"	0.5
"veraniego"	NA	"syuzhet"	0.5
"veraz"	NA	"syuzhet"	1
"verborrea"	NA	"syuzhet"	-0.25
"verbosidad"	NA	"syuzhet"	-0.25
"verdad"	NA	"syuzhet"	1
"verdaderamente"	NA	"syuzhet"	0.8
"verdadero"	NA	"syuzhet"	0.5
"verdugo"	NA	"syuzhet"	-0.8
"verdugo"	NA	"syuzhet"	-0.4
"vergonzosamente"	NA	"syuzhet"	-0.5
"vergonzosamente"	NA	"syuzhet"	-1
"vergonzoso"	NA	"syuzhet"	-0.5
"vergonzoso"	NA	"syuzhet"	-1
"vergüenza"	NA	"syuzhet"	-0.5
"verificable"	NA	"syuzhet"	0.6
"verificación"	NA	"syuzhet"	0.6
"verificar"	NA	"syuzhet"	0.6
"verruga"	NA	"syuzhet"	-0.6
"versátil"	NA	"syuzhet"	1
"versatilidad"	NA	"syuzhet"	1
"vertedero"	NA	"syuzhet"	-0.6
"vertical"	NA	"syuzhet"	0.6
"vertiginosa"	NA	"syuzhet"	-0.4
"vertiginosamente"	NA	"syuzhet"	-0.4
"vertiginoso"	NA	"syuzhet"	-0.25
"vértigo"	NA	"syuzhet"	-0.5
"vestigio"	NA	"syuzhet"	-0.25
"vestir"	NA	"syuzhet"	0.6
"vestirse"	NA	"syuzhet"	0.6
"veterano"	NA	"syuzhet"	0.1
"veto"	NA	"syuzhet"	-0.25
"viable"	NA	"syuzhet"	0.25
"víbora"	NA	"syuzhet"	-0.25
"vibrante"	NA	"syuzhet"	0.75
"vibrantemente"	NA	"syuzhet"	1
"vicio"	NA	"syuzhet"	-0.5
"viciosamente"	NA	"syuzhet"	-1
"vicioso"	NA	"syuzhet"	-0.75
"víctima"	NA	"syuzhet"	-0.75
"victimario"	NA	"syuzhet"	-0.75
"victimista"	NA	"syuzhet"	-0.75
"victimizadora"	NA	"syuzhet"	-1
"victimizar"	NA	"syuzhet"	-0.75
"victoria"	NA	"syuzhet"	0.75
"victorioso"	NA	"syuzhet"	0.5
"vidrioso"	NA	"syuzhet"	0.25
"viejo"	NA	"syuzhet"	0.25
"viga"	NA	"syuzhet"	0.8
"vigilancia"	NA	"syuzhet"	-0.4
"vigilante"	NA	"syuzhet"	0.6
"vigilar"	NA	"syuzhet"	-0.4
"vigor"	NA	"syuzhet"	0.5
"vigorizante"	NA	"syuzhet"	-0.25
"vigorizar"	NA	"syuzhet"	0.5
"vigoroso"	NA	"syuzhet"	0.5
"vil"	NA	"syuzhet"	-0.5
"vileza"	NA	"syuzhet"	-1
"vilipendiar"	NA	"syuzhet"	-0.8
"vilipendio"	NA	"syuzhet"	-0.8
"villano"	NA	"syuzhet"	-1
"vilmente"	NA	"syuzhet"	-1
"vindicación"	NA	"syuzhet"	0.25
"vindicar"	NA	"syuzhet"	0.25
"violación"	NA	"syuzhet"	-1
"violador"	NA	"syuzhet"	-1
"violar"	NA	"syuzhet"	-1
"violencia"	NA	"syuzhet"	-0.5
"violentamente"	NA	"syuzhet"	-0.5
"violento"	NA	"syuzhet"	-0.75
"virgen"	NA	"syuzhet"	0.4
"virginidad"	NA	"syuzhet"	0.5
"virilidad"	NA	"syuzhet"	0.25
"virtud"	NA	"syuzhet"	0.5
"virtuosamente"	NA	"syuzhet"	1
"virtuoso"	NA	"syuzhet"	0.75
"virulencia"	NA	"syuzhet"	-0.5
"virulentamente"	NA	"syuzhet"	-1
"virulento"	NA	"syuzhet"	-0.5
"virus"	NA	"syuzhet"	-0.5
"visible"	NA	"syuzhet"	0.25
"visión"	NA	"syuzhet"	0.5
"visionario"	NA	"syuzhet"	0.75
"visita"	NA	"syuzhet"	0.4
"visitación"	NA	"syuzhet"	-0.25
"visitante"	NA	"syuzhet"	0.25
"visitar"	NA	"syuzhet"	0.4
"vistazo"	NA	"syuzhet"	0.4
"vistoso"	NA	"syuzhet"	0.6
"vital"	NA	"syuzhet"	0.4
"vitalidad"	NA	"syuzhet"	0.5
"vitriólico"	NA	"syuzhet"	-1
"vitriolo"	NA	"syuzhet"	-1
"viudo"	NA	"syuzhet"	-1
"viva"	NA	"syuzhet"	0.5
"vivaz"	NA	"syuzhet"	0.75
"vívido"	NA	"syuzhet"	0.5
"vociferante"	NA	"syuzhet"	-0.25
"vociferantemente"	NA	"syuzhet"	-0.25
"volador"	NA	"syuzhet"	0.1
"volátil"	NA	"syuzhet"	-0.4
"volatilidad"	NA	"syuzhet"	-0.5
"volcado"	NA	"syuzhet"	-0.25
"volcar"	NA	"syuzhet"	-0.25
"voluble"	NA	"syuzhet"	-0.75
"voluntario"	NA	"syuzhet"	0.8
"voluptuosamente"	NA	"syuzhet"	0.6
"voluptuosidad"	NA	"syuzhet"	0.6
"voluptuoso"	NA	"syuzhet"	0.6
"vomitar"	NA	"syuzhet"	-1
"vómito"	NA	"syuzhet"	-1
"voraz"	NA	"syuzhet"	-0.8
"votación"	NA	"syuzhet"	0.25
"votante"	NA	"syuzhet"	0.6
"votar"	NA	"syuzhet"	0.25
"voto"	NA	"syuzhet"	0.6
"vudú"	NA	"syuzhet"	-0.25
"vuelco"	NA	"syuzhet"	-0.25
"vulgar"	NA	"syuzhet"	-0.5
"vulgaridad"	NA	"syuzhet"	-1
"vulnerabilidad"	NA	"syuzhet"	-0.5
"vulnerable"	NA	"syuzhet"	-0.5
"xenofobia"	NA	"syuzhet"	-0.25
"xenófobo"	NA	"syuzhet"	-0.25
"yonki"	NA	"syuzhet"	-0.6
"yonky"	NA	"syuzhet"	-0.6
"yugular"	NA	"syuzhet"	-0.4
"yuxtaposición"	NA	"syuzhet"	-0.25
"zombi"	NA	"syuzhet"	-0.25
"zoquete"	NA	"syuzhet"	-1
"zorra"	NA	"syuzhet"	-0.75
"zumbar"	NA	"syuzhet"	-0.75
"zumbido"	NA	"syuzhet"	0.25
"zurcir"	NA	"syuzhet"	-0.25
"abanderar"	"negativo"	"uva"	"NA"
"abandonado"	"negativo"	"uva"	"NA"
"abandonar"	"negativo"	"uva"	"NA"
"abandono"	"negativo"	"uva"	"NA"
"abandonos"	"negativo"	"uva"	"NA"
"abaratar"	"negativo"	"uva"	"NA"
"abastecer"	"negativo"	"uva"	"NA"
"abatimiento"	"negativo"	"uva"	"NA"
"abatir"	"negativo"	"uva"	"NA"
"aberración"	"negativo"	"uva"	"NA"
"aberrante"	"negativo"	"uva"	"NA"
"abiertamente"	"positivo"	"uva"	"NA"
"abigarrado"	"negativo"	"uva"	"NA"
"abigarrar"	"negativo"	"uva"	"NA"
"abismal"	"negativo"	"uva"	"NA"
"abismalmente"	"negativo"	"uva"	"NA"
"abismo"	"negativo"	"uva"	"NA"
"abjurar"	"negativo"	"uva"	"NA"
"ablandar"	"positivo"	"uva"	"NA"
"abochornar"	"negativo"	"uva"	"NA"
"abogacía"	"positivo"	"uva"	"NA"
"abogado"	"positivo"	"uva"	"NA"
"abolengo"	"positivo"	"uva"	"NA"
"abolir"	"negativo"	"uva"	"NA"
"abolladura"	"negativo"	"uva"	"NA"
"abollar"	"negativo"	"uva"	"NA"
"abombar"	"negativo"	"uva"	"NA"
"abominable"	"negativo"	"uva"	"NA"
"abominablemente"	"negativo"	"uva"	"NA"
"abominación"	"negativo"	"uva"	"NA"
"abominar"	"negativo"	"uva"	"NA"
"abordar"	"negativo"	"uva"	"NA"
"abordo"	"positivo"	"uva"	"NA"
"aborrecer"	"negativo"	"uva"	"NA"
"aborrecible"	"negativo"	"uva"	"NA"
"aborrecimiento"	"negativo"	"uva"	"NA"
"abortar"	"negativo"	"uva"	"NA"
"abortivo"	"negativo"	"uva"	"NA"
"aborto"	"negativo"	"uva"	"NA"
"abrasador"	"negativo"	"uva"	"NA"
"abrasadoramente"	"negativo"	"uva"	"NA"
"abrasar"	"negativo"	"uva"	"NA"
"abrasión"	"negativo"	"uva"	"NA"
"abrasivo"	"negativo"	"uva"	"NA"
"abrazar"	"positivo"	"uva"	"NA"
"abrazo"	"positivo"	"uva"	"NA"
"abrigo"	"positivo"	"uva"	"NA"
"abrochar"	"negativo"	"uva"	"NA"
"abrogar"	"negativo"	"uva"	"NA"
"abroncar"	"negativo"	"uva"	"NA"
"abrumado"	"negativo"	"uva"	"NA"
"abrumador"	"negativo"	"uva"	"NA"
"abrumadoramente"	"negativo"	"uva"	"NA"
"abrumar"	"negativo"	"uva"	"NA"
"abruptamente"	"negativo"	"uva"	"NA"
"abrupto"	"negativo"	"uva"	"NA"
"absceso"	"negativo"	"uva"	"NA"
"absentismo"	"negativo"	"uva"	"NA"
"absolución"	"positivo"	"uva"	"NA"
"absolutamente"	"negativo"	"uva"	"NA"
"absoluto"	"negativo"	"uva"	"NA"
"absolver"	"positivo"	"uva"	"NA"
"absorbente"	"positivo"	"uva"	"NA"
"absorbido"	"positivo"	"uva"	"NA"
"absorto"	"positivo"	"uva"	"NA"
"abstinencia"	"negativo"	"uva"	"NA"
"abstracción"	"negativo"	"uva"	"NA"
"abstractamente"	"negativo"	"uva"	"NA"
"absurdamente"	"negativo"	"uva"	"NA"
"absurdez"	"negativo"	"uva"	"NA"
"absurdo"	"negativo"	"uva"	"NA"
"abuelo"	"positivo"	"uva"	"NA"
"abultar"	"negativo"	"uva"	"NA"
"abundancia"	"positivo"	"uva"	"NA"
"abundante"	"negativo"	"uva"	"NA"
"abundante"	"positivo"	"uva"	"NA"
"abundar"	"positivo"	"uva"	"NA"
"aburrido"	"negativo"	"uva"	"NA"
"aburrimiento"	"negativo"	"uva"	"NA"
"aburrir"	"negativo"	"uva"	"NA"
"abusar"	"negativo"	"uva"	"NA"
"abusivo"	"negativo"	"uva"	"NA"
"abuso"	"negativo"	"uva"	"NA"
"abusón"	"negativo"	"uva"	"NA"
"abyecto"	"negativo"	"uva"	"NA"
"academia"	"positivo"	"uva"	"NA"
"académico"	"positivo"	"uva"	"NA"
"acaparador"	"negativo"	"uva"	"NA"
"acaparamiento"	"negativo"	"uva"	"NA"
"acaparar"	"negativo"	"uva"	"NA"
"acariciar"	"positivo"	"uva"	"NA"
"ácaro"	"negativo"	"uva"	"NA"
"acaudalado"	"positivo"	"uva"	"NA"
"accesible"	"positivo"	"uva"	"NA"
"accidental"	"negativo"	"uva"	"NA"
"accidentalmente"	"negativo"	"uva"	"NA"
"accidente"	"negativo"	"uva"	"NA"
"acción"	"positivo"	"uva"	"NA"
"acechar"	"negativo"	"uva"	"NA"
"acecho"	"negativo"	"uva"	"NA"
"aceitado"	"negativo"	"uva"	"NA"
"acelerador"	"negativo"	"uva"	"NA"
"acelerar"	"positivo"	"uva"	"NA"
"acentuar"	"positivo"	"uva"	"NA"
"aceptable"	"positivo"	"uva"	"NA"
"aceptación"	"positivo"	"uva"	"NA"
"aceptado"	"negativo"	"uva"	"NA"
"aceptar"	"positivo"	"uva"	"NA"
"achispado"	"negativo"	"uva"	"NA"
"acidez"	"negativo"	"uva"	"NA"
"ácido"	"negativo"	"uva"	"NA"
"aclamación"	"positivo"	"uva"	"NA"
"aclamar"	"negativo"	"uva"	"NA"
"aclamar"	"positivo"	"uva"	"NA"
"aclarar"	"positivo"	"uva"	"NA"
"acobardar"	"negativo"	"uva"	"NA"
"acogedor"	"positivo"	"uva"	"NA"
"acojonado"	"negativo"	"uva"	"NA"
"acojonar"	"negativo"	"uva"	"NA"
"acólito"	"negativo"	"uva"	"NA"
"acompañamiento"	"positivo"	"uva"	"NA"
"acompañar"	"positivo"	"uva"	"NA"
"aconsejable"	"positivo"	"uva"	"NA"
"aconsejar"	"positivo"	"uva"	"NA"
"acordar"	"positivo"	"uva"	"NA"
"acosador"	"negativo"	"uva"	"NA"
"acosar"	"negativo"	"uva"	"NA"
"acoso"	"negativo"	"uva"	"NA"
"acostado"	"negativo"	"uva"	"NA"
"acostar"	"negativo"	"uva"	"NA"
"acostumbrar"	"negativo"	"uva"	"NA"
"ácrata"	"negativo"	"uva"	"NA"
"acre"	"negativo"	"uva"	"NA"
"acreditado"	"positivo"	"uva"	"NA"
"acremente"	"negativo"	"uva"	"NA"
"acribillar"	"negativo"	"uva"	"NA"
"acritud"	"negativo"	"uva"	"NA"
"activo"	"positivo"	"uva"	"NA"
"actor"	"positivo"	"uva"	"NA"
"actuación"	"positivo"	"uva"	"NA"
"actualizado"	"positivo"	"uva"	"NA"
"acuchillar"	"negativo"	"uva"	"NA"
"acuerdo"	"positivo"	"uva"	"NA"
"acumulación"	"negativo"	"uva"	"NA"
"acumular"	"negativo"	"uva"	"NA"
"acunar"	"positivo"	"uva"	"NA"
"acuoso"	"negativo"	"uva"	"NA"
"acurrucar"	"positivo"	"uva"	"NA"
"acusación"	"negativo"	"uva"	"NA"
"acusado"	"negativo"	"uva"	"NA"
"acusador"	"negativo"	"uva"	"NA"
"acusando"	"negativo"	"uva"	"NA"
"acusar"	"negativo"	"uva"	"NA"
"acusativo"	"negativo"	"uva"	"NA"
"acusatoriamente"	"negativo"	"uva"	"NA"
"adaptable"	"positivo"	"uva"	"NA"
"adaptado"	"positivo"	"uva"	"NA"
"adaptar"	"positivo"	"uva"	"NA"
"adecuación"	"positivo"	"uva"	"NA"
"adecuado"	"positivo"	"uva"	"NA"
"adecuar"	"positivo"	"uva"	"NA"
"adelantamiento"	"negativo"	"uva"	"NA"
"adelantar"	"positivo"	"uva"	"NA"
"adelante"	"positivo"	"uva"	"NA"
"adelanto"	"positivo"	"uva"	"NA"
"adepto"	"positivo"	"uva"	"NA"
"adherirse"	"positivo"	"uva"	"NA"
"adicción"	"negativo"	"uva"	"NA"
"adicional"	"positivo"	"uva"	"NA"
"adictivo"	"negativo"	"uva"	"NA"
"adicto"	"negativo"	"uva"	"NA"
"adivinar"	"positivo"	"uva"	"NA"
"adjunto"	"negativo"	"uva"	"NA"
"administración"	"positivo"	"uva"	"NA"
"admirable"	"positivo"	"uva"	"NA"
"admirablemente"	"positivo"	"uva"	"NA"
"admiración"	"positivo"	"uva"	"NA"
"admirador"	"positivo"	"uva"	"NA"
"admirar"	"positivo"	"uva"	"NA"
"admirativo"	"positivo"	"uva"	"NA"
"admisible"	"positivo"	"uva"	"NA"
"admitir"	"negativo"	"uva"	"NA"
"admitir"	"positivo"	"uva"	"NA"
"admonición"	"negativo"	"uva"	"NA"
"admonitorio"	"negativo"	"uva"	"NA"
"adoctrinamiento"	"negativo"	"uva"	"NA"
"adoctrinar"	"negativo"	"uva"	"NA"
"adolescente"	"positivo"	"uva"	"NA"
"adopción"	"positivo"	"uva"	"NA"
"adoptar"	"positivo"	"uva"	"NA"
"adorable"	"positivo"	"uva"	"NA"
"adorablemente"	"positivo"	"uva"	"NA"
"adoración"	"positivo"	"uva"	"NA"
"adorador"	"positivo"	"uva"	"NA"
"adorar"	"positivo"	"uva"	"NA"
"adormecerse"	"negativo"	"uva"	"NA"
"adornar"	"positivo"	"uva"	"NA"
"adquirir"	"positivo"	"uva"	"NA"
"adquisición"	"positivo"	"uva"	"NA"
"adquisidor"	"positivo"	"uva"	"NA"
"adrenalina"	"negativo"	"uva"	"NA"
"adulación"	"positivo"	"uva"	"NA"
"adulador"	"positivo"	"uva"	"NA"
"adular"	"positivo"	"uva"	"NA"
"adulteración"	"negativo"	"uva"	"NA"
"adulterado"	"negativo"	"uva"	"NA"
"adulterar"	"negativo"	"uva"	"NA"
"adulterio"	"negativo"	"uva"	"NA"
"adversario"	"negativo"	"uva"	"NA"
"adversidad"	"negativo"	"uva"	"NA"
"adverso"	"negativo"	"uva"	"NA"
"advertencia"	"negativo"	"uva"	"NA"
"advertir"	"negativo"	"uva"	"NA"
"adviento"	"positivo"	"uva"	"NA"
"aerodinámico"	"positivo"	"uva"	"NA"
"afabilidad"	"positivo"	"uva"	"NA"
"afable"	"positivo"	"uva"	"NA"
"afablemente"	"positivo"	"uva"	"NA"
"afán"	"positivo"	"uva"	"NA"
"afanoso"	"positivo"	"uva"	"NA"
"afección"	"negativo"	"uva"	"NA"
"afectación"	"negativo"	"uva"	"NA"
"afectado"	"positivo"	"uva"	"NA"
"afectar"	"negativo"	"uva"	"NA"
"afecto"	"positivo"	"uva"	"NA"
"afectuosamente"	"positivo"	"uva"	"NA"
"afeminado"	"negativo"	"uva"	"NA"
"afición"	"positivo"	"uva"	"NA"
"aficionado"	"positivo"	"uva"	"NA"
"afinidad"	"positivo"	"uva"	"NA"
"afirmación"	"positivo"	"uva"	"NA"
"afirmar"	"positivo"	"uva"	"NA"
"afirmativamente"	"positivo"	"uva"	"NA"
"afirmativo"	"positivo"	"uva"	"NA"
"aflicción"	"negativo"	"uva"	"NA"
"afligido"	"negativo"	"uva"	"NA"
"afligir"	"negativo"	"uva"	"NA"
"afligirse"	"negativo"	"uva"	"NA"
"afluencia"	"positivo"	"uva"	"NA"
"afluente"	"positivo"	"uva"	"NA"
"afortunado"	"positivo"	"uva"	"NA"
"afrenta"	"negativo"	"uva"	"NA"
"afrentar"	"negativo"	"uva"	"NA"
"agarrar"	"negativo"	"uva"	"NA"
"agarre"	"negativo"	"uva"	"NA"
"agasajar"	"positivo"	"uva"	"NA"
"ágil"	"positivo"	"uva"	"NA"
"agilidad"	"positivo"	"uva"	"NA"
"ágilmente"	"positivo"	"uva"	"NA"
"agitación"	"negativo"	"uva"	"NA"
"agitar"	"negativo"	"uva"	"NA"
"agitarse"	"negativo"	"uva"	"NA"
"aglomeración"	"negativo"	"uva"	"NA"
"agobiar"	"negativo"	"uva"	"NA"
"agonía"	"negativo"	"uva"	"NA"
"agonizante"	"negativo"	"uva"	"NA"
"agonizantemente"	"negativo"	"uva"	"NA"
"agonizar"	"negativo"	"uva"	"NA"
"agotado"	"negativo"	"uva"	"NA"
"agotador"	"negativo"	"uva"	"NA"
"agotamiento"	"negativo"	"uva"	"NA"
"agotar"	"negativo"	"uva"	"NA"
"agraciado"	"positivo"	"uva"	"NA"
"agraciar"	"positivo"	"uva"	"NA"
"agradabilidad"	"positivo"	"uva"	"NA"
"agradable"	"positivo"	"uva"	"NA"
"agradablemente"	"positivo"	"uva"	"NA"
"agradecer"	"positivo"	"uva"	"NA"
"agradecido"	"positivo"	"uva"	"NA"
"agradecimiento"	"positivo"	"uva"	"NA"
"agravación"	"negativo"	"uva"	"NA"
"agravado"	"negativo"	"uva"	"NA"
"agravante"	"negativo"	"uva"	"NA"
"agravar"	"negativo"	"uva"	"NA"
"agraviante"	"negativo"	"uva"	"NA"
"agravio"	"negativo"	"uva"	"NA"
"agredir"	"negativo"	"uva"	"NA"
"agresión"	"negativo"	"uva"	"NA"
"agresivamente"	"negativo"	"uva"	"NA"
"agresividad"	"negativo"	"uva"	"NA"
"agresivo"	"negativo"	"uva"	"NA"
"agresor"	"negativo"	"uva"	"NA"
"agridulce"	"negativo"	"uva"	"NA"
"agrietado"	"negativo"	"uva"	"NA"
"agrietamiento"	"negativo"	"uva"	"NA"
"agrietar"	"negativo"	"uva"	"NA"
"agrio"	"negativo"	"uva"	"NA"
"aguafiestas"	"negativo"	"uva"	"NA"
"aguanieve"	"negativo"	"uva"	"NA"
"aguante"	"positivo"	"uva"	"NA"
"agudeza"	"positivo"	"uva"	"NA"
"agudísimo"	"negativo"	"uva"	"NA"
"agudo"	"negativo"	"uva"	"NA"
"aguerrido"	"positivo"	"uva"	"NA"
"aguijón"	"negativo"	"uva"	"NA"
"aguijonear"	"negativo"	"uva"	"NA"
"agujereado"	"negativo"	"uva"	"NA"
"agujerear"	"negativo"	"uva"	"NA"
"ahogado"	"negativo"	"uva"	"NA"
"ahogar"	"negativo"	"uva"	"NA"
"ahogarse"	"negativo"	"uva"	"NA"
"ahogo"	"negativo"	"uva"	"NA"
"ahorrador"	"positivo"	"uva"	"NA"
"ahorrar"	"positivo"	"uva"	"NA"
"ahorrativo"	"positivo"	"uva"	"NA"
"ahorro"	"positivo"	"uva"	"NA"
"ahorros"	"positivo"	"uva"	"NA"
"airadamente"	"negativo"	"uva"	"NA"
"airado"	"negativo"	"uva"	"NA"
"aislado"	"negativo"	"uva"	"NA"
"aislamiento"	"negativo"	"uva"	"NA"
"aislar"	"negativo"	"uva"	"NA"
"ajustable"	"positivo"	"uva"	"NA"
"ajustar"	"positivo"	"uva"	"NA"
"ajuste"	"positivo"	"uva"	"NA"
"alabado"	"positivo"	"uva"	"NA"
"alabanza"	"positivo"	"uva"	"NA"
"alabar"	"positivo"	"uva"	"NA"
"alarido"	"positivo"	"uva"	"NA"
"alarma"	"negativo"	"uva"	"NA"
"alarmante"	"negativo"	"uva"	"NA"
"alarmantemente"	"negativo"	"uva"	"NA"
"alarmista"	"negativo"	"uva"	"NA"
"alborada"	"positivo"	"uva"	"NA"
"alborotador"	"negativo"	"uva"	"NA"
"alboroto"	"negativo"	"uva"	"NA"
"albura"	"positivo"	"uva"	"NA"
"alcahuete"	"negativo"	"uva"	"NA"
"alcalde"	"positivo"	"uva"	"NA"
"alcanzable"	"positivo"	"uva"	"NA"
"alcanzar"	"positivo"	"uva"	"NA"
"alcista"	"negativo"	"uva"	"NA"
"alcohol"	"negativo"	"uva"	"NA"
"alcoholismo"	"negativo"	"uva"	"NA"
"aldeano"	"negativo"	"uva"	"NA"
"aleatorización"	"negativo"	"uva"	"NA"
"alegación"	"negativo"	"uva"	"NA"
"alegar"	"negativo"	"uva"	"NA"
"alegato"	"negativo"	"uva"	"NA"
"alegrar"	"positivo"	"uva"	"NA"
"alegre"	"positivo"	"uva"	"NA"
"alegremente"	"positivo"	"uva"	"NA"
"alegría"	"positivo"	"uva"	"NA"
"alejamiento"	"negativo"	"uva"	"NA"
"alejar"	"negativo"	"uva"	"NA"
"aleluya"	"positivo"	"uva"	"NA"
"alentador"	"positivo"	"uva"	"NA"
"alentar"	"positivo"	"uva"	"NA"
"alergia"	"negativo"	"uva"	"NA"
"alérgico"	"negativo"	"uva"	"NA"
"alerta"	"negativo"	"uva"	"NA"
"aleteo"	"positivo"	"uva"	"NA"
"algarabía"	"negativo"	"uva"	"NA"
"algarada"	"negativo"	"uva"	"NA"
"alguacil"	"negativo"	"uva"	"NA"
"aliado"	"positivo"	"uva"	"NA"
"alicaído"	"negativo"	"uva"	"NA"
"alienación"	"negativo"	"uva"	"NA"
"alienado"	"negativo"	"uva"	"NA"
"alienante"	"negativo"	"uva"	"NA"
"alienar"	"negativo"	"uva"	"NA"
"aliento"	"positivo"	"uva"	"NA"
"aligerar"	"positivo"	"uva"	"NA"
"alimaña"	"negativo"	"uva"	"NA"
"alimentación"	"positivo"	"uva"	"NA"
"alimentar"	"positivo"	"uva"	"NA"
"alimento"	"positivo"	"uva"	"NA"
"alisar"	"positivo"	"uva"	"NA"
"aliviando"	"positivo"	"uva"	"NA"
"aliviar"	"positivo"	"uva"	"NA"
"aliviarse"	"positivo"	"uva"	"NA"
"alivio"	"positivo"	"uva"	"NA"
"allanamiento"	"negativo"	"uva"	"NA"
"allanar"	"negativo"	"uva"	"NA"
"almibarar"	"negativo"	"uva"	"NA"
"almohada"	"positivo"	"uva"	"NA"
"alojamiento"	"positivo"	"uva"	"NA"
"alopecia"	"negativo"	"uva"	"NA"
"alquilar"	"positivo"	"uva"	"NA"
"alquiler"	"positivo"	"uva"	"NA"
"alterar"	"negativo"	"uva"	"NA"
"altercado"	"negativo"	"uva"	"NA"
"altivamente"	"negativo"	"uva"	"NA"
"altivez"	"negativo"	"uva"	"NA"
"altivo"	"negativo"	"uva"	"NA"
"altruista"	"positivo"	"uva"	"NA"
"altruistamente"	"positivo"	"uva"	"NA"
"alucinación"	"negativo"	"uva"	"NA"
"alucinante"	"negativo"	"uva"	"NA"
"alucinar"	"negativo"	"uva"	"NA"
"alud"	"negativo"	"uva"	"NA"
"amabilidad"	"positivo"	"uva"	"NA"
"amable"	"positivo"	"uva"	"NA"
"amablemente"	"positivo"	"uva"	"NA"
"amamantar"	"positivo"	"uva"	"NA"
"amanecer"	"positivo"	"uva"	"NA"
"amanerado"	"positivo"	"uva"	"NA"
"amante"	"positivo"	"uva"	"NA"
"amar"	"positivo"	"uva"	"NA"
"amargamente"	"negativo"	"uva"	"NA"
"amargar"	"negativo"	"uva"	"NA"
"amargo"	"negativo"	"uva"	"NA"
"amargura"	"negativo"	"uva"	"NA"
"amarrar"	"positivo"	"uva"	"NA"
"ambición"	"positivo"	"uva"	"NA"
"ambiciosamente"	"positivo"	"uva"	"NA"
"ambicioso"	"positivo"	"uva"	"NA"
"ambigüedad"	"negativo"	"uva"	"NA"
"ambiguo"	"negativo"	"uva"	"NA"
"ambivalencia"	"negativo"	"uva"	"NA"
"ambivalente"	"negativo"	"uva"	"NA"
"ambrosía"	"positivo"	"uva"	"NA"
"amén"	"positivo"	"uva"	"NA"
"amenaza"	"negativo"	"uva"	"NA"
"amenazador"	"negativo"	"uva"	"NA"
"amenazadoramente"	"negativo"	"uva"	"NA"
"amenazante"	"negativo"	"uva"	"NA"
"amenazar"	"negativo"	"uva"	"NA"
"amenidad"	"positivo"	"uva"	"NA"
"amigablemente"	"positivo"	"uva"	"NA"
"amigo"	"positivo"	"uva"	"NA"
"amiguismo"	"negativo"	"uva"	"NA"
"amistad"	"positivo"	"uva"	"NA"
"amistoso"	"positivo"	"uva"	"NA"
"amnesia"	"negativo"	"uva"	"NA"
"amnistía"	"positivo"	"uva"	"NA"
"amonestación"	"negativo"	"uva"	"NA"
"amonestado"	"negativo"	"uva"	"NA"
"amonestar"	"negativo"	"uva"	"NA"
"amontonar"	"negativo"	"uva"	"NA"
"amor"	"positivo"	"uva"	"NA"
"amordazar"	"negativo"	"uva"	"NA"
"amorío"	"positivo"	"uva"	"NA"
"amoroso"	"positivo"	"uva"	"NA"
"amortiguar"	"positivo"	"uva"	"NA"
"ampliamente"	"positivo"	"uva"	"NA"
"ampliar"	"positivo"	"uva"	"NA"
"amplio"	"positivo"	"uva"	"NA"
"ampolla"	"negativo"	"uva"	"NA"
"amputable"	"negativo"	"uva"	"NA"
"amputar"	"negativo"	"uva"	"NA"
"anafiláctico"	"negativo"	"uva"	"NA"
"anal"	"negativo"	"uva"	"NA"
"analfabetismo"	"negativo"	"uva"	"NA"
"analfabeto"	"negativo"	"uva"	"NA"
"analgésico"	"negativo"	"uva"	"NA"
"analista"	"positivo"	"uva"	"NA"
"analizar"	"positivo"	"uva"	"NA"
"anarquía"	"negativo"	"uva"	"NA"
"anarquismo"	"negativo"	"uva"	"NA"
"anarquista"	"negativo"	"uva"	"NA"
"anatema"	"negativo"	"uva"	"NA"
"anciano"	"positivo"	"uva"	"NA"
"andante"	"negativo"	"uva"	"NA"
"andrajo"	"negativo"	"uva"	"NA"
"andrajoso"	"negativo"	"uva"	"NA"
"anécdotas"	"positivo"	"uva"	"NA"
"anegar"	"negativo"	"uva"	"NA"
"anémico"	"negativo"	"uva"	"NA"
"anestesiar"	"negativo"	"uva"	"NA"
"anfetaminas"	"negativo"	"uva"	"NA"
"anfitrión"	"positivo"	"uva"	"NA"
"ángel"	"positivo"	"uva"	"NA"
"angelical"	"positivo"	"uva"	"NA"
